,itemID,month,order,salesPrice
34480,4926.0,05-2018,3008,3.0
34481,4926.0,06-2018,786,4.0
34483,4927.0,01-2018,21,1.0
34484,4927.0,02-2018,8,1.0
34485,4927.0,03-2018,13,1.0
34486,4927.0,04-2018,4,1.0
34487,4927.0,05-2018,15,1.0
34488,4927.0,06-2018,846,1.0
34490,4928.0,01-2018,16,8.0
34491,4928.0,02-2018,1063,12.0
34492,4928.0,03-2018,499,12.0
34493,4928.0,04-2018,34,11.0
34494,4928.0,05-2018,764,11.0
34495,4928.0,06-2018,309,12.0
34497,4929.0,01-2018,2,13.0
34498,4929.0,02-2018,1857,12.0
34499,4929.0,03-2018,1014,12.0
34500,4929.0,04-2018,1891,12.0
34501,4929.0,05-2018,36,11.0
34502,4929.0,06-2018,18,11.0
34504,4930.0,01-2018,0,7.0
34505,4930.0,02-2018,0,7.0
34506,4930.0,03-2018,405,7.0
34507,4930.0,04-2018,0,7.0
34508,4930.0,05-2018,2,7.0
34509,4930.0,06-2018,1,7.0
34511,4931.0,01-2018,2259,14.0
34512,4931.0,02-2018,1667,14.0
34513,4931.0,03-2018,525,14.0
34514,4931.0,04-2018,309,13.0
34515,4931.0,05-2018,1773,14.0
34516,4931.0,06-2018,571,14.0
34518,4932.0,01-2018,3038,9.0
34519,4932.0,02-2018,13,7.0
34520,4932.0,03-2018,492,7.0
34521,4932.0,04-2018,4,7.0
34522,4932.0,05-2018,7,7.0
34523,4932.0,06-2018,2289,5.0
34525,4933.0,01-2018,23,23.0
34526,4933.0,02-2018,0,23.0
34527,4933.0,03-2018,0,23.0
34528,4933.0,04-2018,0,23.0
34529,4933.0,05-2018,0,23.0
34530,4933.0,06-2018,1,22.0
34532,4934.0,01-2018,0,11.0
34533,4934.0,02-2018,0,11.0
34534,4934.0,03-2018,0,11.0
34535,4934.0,04-2018,0,11.0
34536,4934.0,05-2018,0,11.0
34537,4934.0,06-2018,1,11.0
34539,4935.0,01-2018,363,22.0
34540,4935.0,02-2018,315,22.0
34541,4935.0,03-2018,16,22.0
34542,4935.0,04-2018,518,22.0
34543,4935.0,05-2018,25,16.0
34544,4935.0,06-2018,2,22.0
34546,4936.0,01-2018,0,18.0
34547,4936.0,02-2018,0,18.0
34548,4936.0,03-2018,0,18.0
34549,4936.0,04-2018,0,18.0
34550,4936.0,05-2018,829,18.0
34551,4936.0,06-2018,18,22.0
34553,4937.0,01-2018,16,4.0
34554,4937.0,02-2018,7,4.0
34555,4937.0,03-2018,7,4.0
34556,4937.0,04-2018,3,4.0
34557,4937.0,05-2018,1110,3.0
34558,4937.0,06-2018,5,3.0
34560,4938.0,01-2018,17,21.0
34561,4938.0,02-2018,3,21.0
34562,4938.0,03-2018,6,21.0
34563,4938.0,04-2018,4,21.0
34564,4938.0,05-2018,886,21.0
34565,4938.0,06-2018,14,21.0
34567,4939.0,01-2018,0,11.0
34568,4939.0,02-2018,0,11.0
34569,4939.0,03-2018,0,11.0
34570,4939.0,04-2018,0,11.0
34571,4939.0,05-2018,102,11.0
34572,4939.0,06-2018,47,10.0
34574,4940.0,01-2018,0,1.0
34575,4940.0,02-2018,0,1.0
34576,4940.0,03-2018,504,1.0
34577,4940.0,04-2018,7,1.0
34578,4940.0,05-2018,204,1.0
34579,4940.0,06-2018,313,1.0
34581,4941.0,01-2018,14,5.0
34582,4941.0,02-2018,0,5.0
34583,4941.0,03-2018,0,5.0
34584,4941.0,04-2018,0,5.0
34585,4941.0,05-2018,0,5.0
34586,4941.0,06-2018,0,5.0
34588,4942.0,01-2018,0,2.0
34589,4942.0,02-2018,10,2.0
34590,4942.0,03-2018,0,2.0
34591,4942.0,04-2018,0,2.0
34592,4942.0,05-2018,0,2.0
34593,4942.0,06-2018,0,2.0
34595,4943.0,01-2018,0,
34596,4943.0,02-2018,0,
34597,4943.0,03-2018,0,
34598,4943.0,04-2018,0,
34599,4943.0,05-2018,0,
34600,4943.0,06-2018,0,
34602,4944.0,01-2018,0,146.0
34603,4944.0,02-2018,0,146.0
34604,4944.0,03-2018,0,146.0
34605,4944.0,04-2018,93,146.0
34606,4944.0,05-2018,16,102.0
34607,4944.0,06-2018,0,102.0
34609,4945.0,01-2018,0,54.0
34610,4945.0,02-2018,0,54.0
34611,4945.0,03-2018,83,54.0
34612,4945.0,04-2018,5,36.0
34613,4945.0,05-2018,0,36.0
34614,4945.0,06-2018,0,36.0
34616,4946.0,01-2018,0,4.0
34617,4946.0,02-2018,0,4.0
34618,4946.0,03-2018,0,4.0
34619,4946.0,04-2018,0,4.0
34620,4946.0,05-2018,451,4.0
34621,4946.0,06-2018,84,4.0
34623,4947.0,01-2018,6,23.0
34624,4947.0,02-2018,0,23.0
34625,4947.0,03-2018,0,23.0
34626,4947.0,04-2018,1,23.0
34627,4947.0,05-2018,0,23.0
34628,4947.0,06-2018,2,23.0
34630,4948.0,01-2018,317,7.0
34631,4948.0,02-2018,16,7.0
34632,4948.0,03-2018,0,7.0
34633,4948.0,04-2018,0,7.0
34634,4948.0,05-2018,0,7.0
34635,4948.0,06-2018,0,7.0
34637,4949.0,01-2018,0,25.0
34638,4949.0,02-2018,0,25.0
34639,4949.0,03-2018,0,25.0
34640,4949.0,04-2018,0,25.0
34641,4949.0,05-2018,1,25.0
34642,4949.0,06-2018,116,24.0
34644,4950.0,01-2018,0,35.0
34645,4950.0,02-2018,0,35.0
34646,4950.0,03-2018,0,35.0
34647,4950.0,04-2018,0,35.0
34648,4950.0,05-2018,0,35.0
34649,4950.0,06-2018,7,35.0
34651,4951.0,01-2018,126,285.0
34652,4951.0,02-2018,22,288.0
34653,4951.0,03-2018,5,291.0
34654,4951.0,04-2018,113,290.0
34655,4951.0,05-2018,15,150.0
34656,4951.0,06-2018,0,150.0
34658,4952.0,01-2018,267,16.0
34659,4952.0,02-2018,2,16.0
34660,4952.0,03-2018,429,16.0
34661,4952.0,04-2018,1,16.0
34662,4952.0,05-2018,0,16.0
34663,4952.0,06-2018,0,16.0
34665,4953.0,01-2018,25,290.0
34666,4953.0,02-2018,1,292.0
34667,4953.0,03-2018,0,292.0
34668,4953.0,04-2018,0,292.0
34669,4953.0,05-2018,0,292.0
34670,4953.0,06-2018,0,292.0
34672,4954.0,01-2018,6,71.0
34673,4954.0,02-2018,6,56.0
34674,4954.0,03-2018,2,44.0
34675,4954.0,04-2018,0,44.0
34676,4954.0,05-2018,0,44.0
34677,4954.0,06-2018,0,44.0
34679,4955.0,01-2018,0,7.0
34680,4955.0,02-2018,0,7.0
34681,4955.0,03-2018,0,7.0
34682,4955.0,04-2018,1,7.0
34683,4955.0,05-2018,0,7.0
34684,4955.0,06-2018,0,7.0
34686,4956.0,01-2018,0,53.0
34687,4956.0,02-2018,0,53.0
34688,4956.0,03-2018,0,53.0
34689,4956.0,04-2018,0,53.0
34690,4956.0,05-2018,608,53.0
34691,4956.0,06-2018,2,53.0
34693,4957.0,01-2018,0,
34694,4957.0,02-2018,0,
34695,4957.0,03-2018,0,
34696,4957.0,04-2018,0,
34697,4957.0,05-2018,0,
34698,4957.0,06-2018,0,
34700,4958.0,01-2018,1262,7.0
34701,4958.0,02-2018,415,7.0
34702,4958.0,03-2018,22,7.0
34703,4958.0,04-2018,0,7.0
34704,4958.0,05-2018,7,7.0
34705,4958.0,06-2018,2034,7.0
34707,4959.0,01-2018,219,73.0
34708,4959.0,02-2018,0,73.0
34709,4959.0,03-2018,0,73.0
34710,4959.0,04-2018,0,73.0
34711,4959.0,05-2018,0,73.0
34712,4959.0,06-2018,2,65.0
34714,4960.0,01-2018,0,14.0
34715,4960.0,02-2018,3,14.0
34716,4960.0,03-2018,0,14.0
34717,4960.0,04-2018,0,14.0
34718,4960.0,05-2018,0,14.0
34719,4960.0,06-2018,0,14.0
34721,4961.0,01-2018,2,25.0
34722,4961.0,02-2018,1,25.0
34723,4961.0,03-2018,4,25.0
34724,4961.0,04-2018,2,25.0
34725,4961.0,05-2018,2,25.0
34726,4961.0,06-2018,3,25.0
34728,4962.0,01-2018,1436,6.0
34729,4962.0,02-2018,39,6.0
34730,4962.0,03-2018,911,6.0
34731,4962.0,04-2018,575,6.0
34732,4962.0,05-2018,372,6.0
34733,4962.0,06-2018,26,3.0
34735,4963.0,01-2018,0,5.0
34736,4963.0,02-2018,0,5.0
34737,4963.0,03-2018,0,5.0
34738,4963.0,04-2018,0,5.0
34739,4963.0,05-2018,0,5.0
34740,4963.0,06-2018,5,5.0
34742,4964.0,01-2018,2,27.0
34743,4964.0,02-2018,1,27.0
34744,4964.0,03-2018,0,27.0
34745,4964.0,04-2018,0,27.0
34746,4964.0,05-2018,0,27.0
34747,4964.0,06-2018,155,27.0
34749,4965.0,01-2018,21,289.0
34750,4965.0,02-2018,336,289.0
34751,4965.0,03-2018,333,291.0
34752,4965.0,04-2018,449,284.0
34753,4965.0,05-2018,20,225.0
34754,4965.0,06-2018,311,284.0
34756,4966.0,01-2018,0,3.0
34757,4966.0,02-2018,1,3.0
34758,4966.0,03-2018,0,3.0
34759,4966.0,04-2018,0,3.0
34760,4966.0,05-2018,0,3.0
34761,4966.0,06-2018,0,3.0
34763,4967.0,01-2018,2,8.0
34764,4967.0,02-2018,0,8.0
34765,4967.0,03-2018,0,8.0
34766,4967.0,04-2018,0,8.0
34767,4967.0,05-2018,0,8.0
34768,4967.0,06-2018,0,8.0
34770,4968.0,01-2018,0,
34771,4968.0,02-2018,0,
34772,4968.0,03-2018,0,
34773,4968.0,04-2018,0,
34774,4968.0,05-2018,0,
34775,4968.0,06-2018,0,
34777,4969.0,01-2018,19,2.0
34778,4969.0,02-2018,0,2.0
34779,4969.0,03-2018,0,2.0
34780,4969.0,04-2018,1,2.0
34781,4969.0,05-2018,686,3.0
34782,4969.0,06-2018,948,3.0
34784,4970.0,01-2018,410,29.0
34785,4970.0,02-2018,12,29.0
34786,4970.0,03-2018,330,29.0
34787,4970.0,04-2018,9,29.0
34788,4970.0,05-2018,129,29.0
34789,4970.0,06-2018,7,29.0
34791,4971.0,01-2018,411,13.0
34792,4971.0,02-2018,262,12.0
34793,4971.0,03-2018,5,10.0
34794,4971.0,04-2018,0,10.0
34795,4971.0,05-2018,0,10.0
34796,4971.0,06-2018,237,13.0
34798,4972.0,01-2018,0,3.0
34799,4972.0,02-2018,0,3.0
34800,4972.0,03-2018,0,3.0
34801,4972.0,04-2018,245,3.0
34802,4972.0,05-2018,183,3.0
34803,4972.0,06-2018,0,3.0
34805,4973.0,01-2018,0,28.0
34806,4973.0,02-2018,0,28.0
34807,4973.0,03-2018,9,28.0
34808,4973.0,04-2018,1,28.0
34809,4973.0,05-2018,0,28.0
34810,4973.0,06-2018,1,28.0
34812,4974.0,01-2018,39,14.0
34813,4974.0,02-2018,31,14.0
34814,4974.0,03-2018,33,14.0
34815,4974.0,04-2018,40,14.0
34816,4974.0,05-2018,321,14.0
34817,4974.0,06-2018,581,15.0
34819,4975.0,01-2018,0,25.0
34820,4975.0,02-2018,0,25.0
34821,4975.0,03-2018,4,25.0
34822,4975.0,04-2018,100,25.0
34823,4975.0,05-2018,3,25.0
34824,4975.0,06-2018,0,25.0
34826,4976.0,01-2018,1017,17.0
34827,4976.0,02-2018,5,17.0
34828,4976.0,03-2018,2,17.0
34829,4976.0,04-2018,284,17.0
34830,4976.0,05-2018,3134,15.0
34831,4976.0,06-2018,4,15.0
34833,4977.0,01-2018,1,138.0
34834,4977.0,02-2018,0,138.0
34835,4977.0,03-2018,1,107.0
34836,4977.0,04-2018,0,107.0
34837,4977.0,05-2018,0,107.0
34838,4977.0,06-2018,0,107.0
34840,4978.0,01-2018,58,1253.0
34841,4978.0,02-2018,0,1253.0
34842,4978.0,03-2018,1,1253.0
34843,4978.0,04-2018,0,1253.0
34844,4978.0,05-2018,1,1253.0
34845,4978.0,06-2018,0,1253.0
34847,4979.0,01-2018,0,9.0
34848,4979.0,02-2018,0,9.0
34849,4979.0,03-2018,0,9.0
34850,4979.0,04-2018,0,9.0
34851,4979.0,05-2018,0,9.0
34852,4979.0,06-2018,36,9.0
34854,4980.0,01-2018,13,2.0
34855,4980.0,02-2018,1037,2.0
34856,4980.0,03-2018,1889,2.0
34857,4980.0,04-2018,344,1.0
34858,4980.0,05-2018,8,1.0
34859,4980.0,06-2018,6,1.0
34861,4981.0,01-2018,0,
34862,4981.0,02-2018,0,
34863,4981.0,03-2018,0,
34864,4981.0,04-2018,0,
34865,4981.0,05-2018,0,
34866,4981.0,06-2018,0,
34868,4982.0,01-2018,662,9.0
34869,4982.0,02-2018,0,9.0
34870,4982.0,03-2018,0,9.0
34871,4982.0,04-2018,0,9.0
34872,4982.0,05-2018,1031,8.0
34873,4982.0,06-2018,34,8.0
34875,4983.0,01-2018,0,3.0
34876,4983.0,02-2018,0,3.0
34877,4983.0,03-2018,2532,3.0
34878,4983.0,04-2018,102,2.0
34879,4983.0,05-2018,3,2.0
34880,4983.0,06-2018,1,3.0
34882,4984.0,01-2018,0,34.0
34883,4984.0,02-2018,0,34.0
34884,4984.0,03-2018,0,34.0
34885,4984.0,04-2018,0,34.0
34886,4984.0,05-2018,1031,34.0
34887,4984.0,06-2018,1154,30.0
34889,4985.0,01-2018,5,24.0
34890,4985.0,02-2018,3832,23.0
34891,4985.0,03-2018,44,22.0
34892,4985.0,04-2018,128,22.0
34893,4985.0,05-2018,5,22.0
34894,4985.0,06-2018,516,22.0
34896,4986.0,01-2018,0,2.0
34897,4986.0,02-2018,0,2.0
34898,4986.0,03-2018,0,2.0
34899,4986.0,04-2018,0,2.0
34900,4986.0,05-2018,1023,2.0
34901,4986.0,06-2018,563,1.0
34903,4987.0,01-2018,304,24.0
34904,4987.0,02-2018,1,24.0
34905,4987.0,03-2018,1,24.0
34906,4987.0,04-2018,0,24.0
34907,4987.0,05-2018,0,24.0
34908,4987.0,06-2018,0,24.0
34910,4988.0,01-2018,1,7.0
34911,4988.0,02-2018,1,7.0
34912,4988.0,03-2018,1,7.0
34913,4988.0,04-2018,5,7.0
34914,4988.0,05-2018,744,7.0
34915,4988.0,06-2018,186,4.0
34917,4989.0,01-2018,0,2.0
34918,4989.0,02-2018,1,2.0
34919,4989.0,03-2018,2,2.0
34920,4989.0,04-2018,3,2.0
34921,4989.0,05-2018,257,2.0
34922,4989.0,06-2018,214,1.0
34924,4990.0,01-2018,0,4.0
34925,4990.0,02-2018,0,4.0
34926,4990.0,03-2018,0,4.0
34927,4990.0,04-2018,0,4.0
34928,4990.0,05-2018,1028,4.0
34929,4990.0,06-2018,15,3.0
34931,4991.0,01-2018,524,164.0
34932,4991.0,02-2018,250,163.0
34933,4991.0,03-2018,6,156.0
34934,4991.0,04-2018,40,155.0
34935,4991.0,05-2018,4,105.0
34936,4991.0,06-2018,0,105.0
34938,4992.0,01-2018,0,23.0
34939,4992.0,02-2018,0,23.0
34940,4992.0,03-2018,0,23.0
34941,4992.0,04-2018,0,23.0
34942,4992.0,05-2018,825,23.0
34943,4992.0,06-2018,0,23.0
34945,4993.0,01-2018,531,49.0
34946,4993.0,02-2018,38,41.0
34947,4993.0,03-2018,6,47.0
34948,4993.0,04-2018,3,47.0
34949,4993.0,05-2018,318,46.0
34950,4993.0,06-2018,0,46.0
34952,4994.0,01-2018,16,11.0
34953,4994.0,02-2018,2218,10.0
34954,4994.0,03-2018,62,10.0
34955,4994.0,04-2018,0,10.0
34956,4994.0,05-2018,0,10.0
34957,4994.0,06-2018,156,9.0
34959,4995.0,01-2018,0,6.0
34960,4995.0,02-2018,0,6.0
34961,4995.0,03-2018,0,6.0
34962,4995.0,04-2018,0,6.0
34963,4995.0,05-2018,971,6.0
34964,4995.0,06-2018,33,6.0
34966,4996.0,01-2018,0,10.0
34967,4996.0,02-2018,0,10.0
34968,4996.0,03-2018,0,10.0
34969,4996.0,04-2018,0,10.0
34970,4996.0,05-2018,2,10.0
34971,4996.0,06-2018,60,10.0
34973,4997.0,01-2018,0,5.0
34974,4997.0,02-2018,0,5.0
34975,4997.0,03-2018,0,5.0
34976,4997.0,04-2018,0,5.0
34977,4997.0,05-2018,4,5.0
34978,4997.0,06-2018,43,5.0
34980,4998.0,01-2018,14,1.0
34981,4998.0,02-2018,1265,1.0
34982,4998.0,03-2018,694,1.0
34983,4998.0,04-2018,313,1.0
34984,4998.0,05-2018,11,1.0
34985,4998.0,06-2018,1788,1.0
34987,4999.0,01-2018,495,11.0
34988,4999.0,02-2018,2099,11.0
34989,4999.0,03-2018,88,11.0
34990,4999.0,04-2018,7,11.0
34991,4999.0,05-2018,3,11.0
34992,4999.0,06-2018,1718,11.0
34994,5000.0,01-2018,0,15.0
34995,5000.0,02-2018,0,15.0
34996,5000.0,03-2018,0,15.0
34997,5000.0,04-2018,128,15.0
34998,5000.0,05-2018,0,15.0
34999,5000.0,06-2018,0,15.0
35001,5001.0,01-2018,0,10.0
35002,5001.0,02-2018,0,10.0
35003,5001.0,03-2018,0,10.0
35004,5001.0,04-2018,0,10.0
35005,5001.0,05-2018,355,10.0
35006,5001.0,06-2018,44,10.0
35008,5002.0,01-2018,0,71.0
35009,5002.0,02-2018,0,71.0
35010,5002.0,03-2018,0,71.0
35011,5002.0,04-2018,403,71.0
35012,5002.0,05-2018,420,75.0
35013,5002.0,06-2018,22,53.0
35015,5003.0,01-2018,0,14.0
35016,5003.0,02-2018,0,14.0
35017,5003.0,03-2018,329,14.0
35018,5003.0,04-2018,13,9.0
35019,5003.0,05-2018,0,9.0
35020,5003.0,06-2018,1,10.0
35022,5004.0,01-2018,4,40.0
35023,5004.0,02-2018,355,40.0
35024,5004.0,03-2018,235,42.0
35025,5004.0,04-2018,5,40.0
35026,5004.0,05-2018,4,40.0
35027,5004.0,06-2018,519,40.0
35029,5005.0,01-2018,30,13.0
35030,5005.0,02-2018,267,16.0
35031,5005.0,03-2018,14,17.0
35032,5005.0,04-2018,11,17.0
35033,5005.0,05-2018,0,17.0
35034,5005.0,06-2018,324,17.0
35036,5006.0,01-2018,3,25.0
35037,5006.0,02-2018,246,25.0
35038,5006.0,03-2018,1,25.0
35039,5006.0,04-2018,418,25.0
35040,5006.0,05-2018,59,25.0
35041,5006.0,06-2018,151,24.0
35043,5007.0,01-2018,12,23.0
35044,5007.0,02-2018,14,23.0
35045,5007.0,03-2018,2,23.0
35046,5007.0,04-2018,4,23.0
35047,5007.0,05-2018,555,23.0
35048,5007.0,06-2018,456,23.0
35050,5008.0,01-2018,0,2.0
35051,5008.0,02-2018,0,2.0
35052,5008.0,03-2018,0,2.0
35053,5008.0,04-2018,0,2.0
35054,5008.0,05-2018,0,2.0
35055,5008.0,06-2018,306,2.0
35057,5009.0,01-2018,0,19.0
35058,5009.0,02-2018,0,19.0
35059,5009.0,03-2018,0,19.0
35060,5009.0,04-2018,0,19.0
35061,5009.0,05-2018,0,19.0
35062,5009.0,06-2018,264,19.0
35064,5010.0,01-2018,0,8.0
35065,5010.0,02-2018,0,8.0
35066,5010.0,03-2018,0,8.0
35067,5010.0,04-2018,1017,8.0
35068,5010.0,05-2018,665,6.0
35069,5010.0,06-2018,2567,6.0
35071,5011.0,01-2018,0,3.0
35072,5011.0,02-2018,0,3.0
35073,5011.0,03-2018,0,3.0
35074,5011.0,04-2018,0,3.0
35075,5011.0,05-2018,1025,3.0
35076,5011.0,06-2018,3,3.0
35078,5012.0,01-2018,9,30.0
35079,5012.0,02-2018,23,19.0
35080,5012.0,03-2018,20,24.0
35081,5012.0,04-2018,9,17.0
35082,5012.0,05-2018,982,32.0
35083,5012.0,06-2018,17,32.0
35085,5013.0,01-2018,2,35.0
35086,5013.0,02-2018,4,26.0
35087,5013.0,03-2018,0,26.0
35088,5013.0,04-2018,0,26.0
35089,5013.0,05-2018,0,26.0
35090,5013.0,06-2018,0,26.0
35092,5014.0,01-2018,211,29.0
35093,5014.0,02-2018,5,28.0
35094,5014.0,03-2018,60,28.0
35095,5014.0,04-2018,79,28.0
35096,5014.0,05-2018,96,27.0
35097,5014.0,06-2018,0,27.0
35099,5015.0,01-2018,6,4.0
35100,5015.0,02-2018,341,4.0
35101,5015.0,03-2018,5,4.0
35102,5015.0,04-2018,4,4.0
35103,5015.0,05-2018,61,4.0
35104,5015.0,06-2018,3,4.0
35106,5016.0,01-2018,0,31.0
35107,5016.0,02-2018,0,31.0
35108,5016.0,03-2018,0,31.0
35109,5016.0,04-2018,0,31.0
35110,5016.0,05-2018,323,31.0
35111,5016.0,06-2018,0,31.0
35113,5017.0,01-2018,4,78.0
35114,5017.0,02-2018,125,78.0
35115,5017.0,03-2018,0,78.0
35116,5017.0,04-2018,2,78.0
35117,5017.0,05-2018,440,74.0
35118,5017.0,06-2018,71,73.0
35120,5018.0,01-2018,112,17.0
35121,5018.0,02-2018,8,14.0
35122,5018.0,03-2018,0,14.0
35123,5018.0,04-2018,0,14.0
35124,5018.0,05-2018,0,14.0
35125,5018.0,06-2018,171,16.0
35127,5019.0,01-2018,544,32.0
35128,5019.0,02-2018,7,32.0
35129,5019.0,03-2018,7,32.0
35130,5019.0,04-2018,5,32.0
35131,5019.0,05-2018,4,32.0
35132,5019.0,06-2018,1,32.0
35134,5020.0,01-2018,0,
35135,5020.0,02-2018,0,
35136,5020.0,03-2018,0,
35137,5020.0,04-2018,0,
35138,5020.0,05-2018,0,
35139,5020.0,06-2018,0,
35141,5021.0,01-2018,0,43.0
35142,5021.0,02-2018,0,43.0
35143,5021.0,03-2018,1288,43.0
35144,5021.0,04-2018,463,37.0
35145,5021.0,05-2018,46,37.0
35146,5021.0,06-2018,39,36.0
35148,5022.0,01-2018,239,13.0
35149,5022.0,02-2018,1017,13.0
35150,5022.0,03-2018,25,13.0
35151,5022.0,04-2018,27,13.0
35152,5022.0,05-2018,19,13.0
35153,5022.0,06-2018,1,13.0
35155,5023.0,01-2018,0,1.0
35156,5023.0,02-2018,0,1.0
35157,5023.0,03-2018,5,1.0
35158,5023.0,04-2018,7,1.0
35159,5023.0,05-2018,574,1.0
35160,5023.0,06-2018,0,1.0
35162,5024.0,01-2018,0,7.0
35163,5024.0,02-2018,0,7.0
35164,5024.0,03-2018,0,7.0
35165,5024.0,04-2018,0,7.0
35166,5024.0,05-2018,0,7.0
35167,5024.0,06-2018,1,7.0
35169,5025.0,01-2018,0,
35170,5025.0,02-2018,0,
35171,5025.0,03-2018,0,
35172,5025.0,04-2018,0,
35173,5025.0,05-2018,0,
35174,5025.0,06-2018,0,
35176,5026.0,01-2018,599,31.0
35177,5026.0,02-2018,0,31.0
35178,5026.0,03-2018,0,31.0
35179,5026.0,04-2018,407,31.0
35180,5026.0,05-2018,193,31.0
35181,5026.0,06-2018,5,31.0
35183,5027.0,01-2018,0,0.78
35184,5027.0,02-2018,0,0.78
35185,5027.0,03-2018,0,0.78
35186,5027.0,04-2018,0,0.78
35187,5027.0,05-2018,0,0.78
35188,5027.0,06-2018,110,0.78
35190,5028.0,01-2018,0,159.0
35191,5028.0,02-2018,103,159.0
35192,5028.0,03-2018,17,152.0
35193,5028.0,04-2018,3,116.0
35194,5028.0,05-2018,0,116.0
35195,5028.0,06-2018,0,116.0
35197,5029.0,01-2018,50,12.0
35198,5029.0,02-2018,2321,16.0
35199,5029.0,03-2018,69,14.0
35200,5029.0,04-2018,22,14.0
35201,5029.0,05-2018,1850,19.0
35202,5029.0,06-2018,310,14.0
35204,5030.0,01-2018,2259,22.0
35205,5030.0,02-2018,334,20.0
35206,5030.0,03-2018,89,8.0
35207,5030.0,04-2018,3,20.0
35208,5030.0,05-2018,8,13.0
35209,5030.0,06-2018,0,13.0
35211,5031.0,01-2018,518,3.0
35212,5031.0,02-2018,16,2.0
35213,5031.0,03-2018,28,2.0
35214,5031.0,04-2018,0,2.0
35215,5031.0,05-2018,6,2.0
35216,5031.0,06-2018,3,2.0
35218,5032.0,01-2018,5,237.0
35219,5032.0,02-2018,552,237.0
35220,5032.0,03-2018,53,233.0
35221,5032.0,04-2018,7,145.0
35222,5032.0,05-2018,0,145.0
35223,5032.0,06-2018,0,145.0
35225,5033.0,01-2018,446,18.0
35226,5033.0,02-2018,238,19.0
35227,5033.0,03-2018,5,20.0
35228,5033.0,04-2018,79,20.0
35229,5033.0,05-2018,3,15.0
35230,5033.0,06-2018,0,15.0
35232,5034.0,01-2018,1,112.0
35233,5034.0,02-2018,4,112.0
35234,5034.0,03-2018,0,112.0
35235,5034.0,04-2018,1,52.0
35236,5034.0,05-2018,353,52.0
35237,5034.0,06-2018,0,52.0
35239,5035.0,01-2018,443,47.0
35240,5035.0,02-2018,3228,45.0
35241,5035.0,03-2018,2915,44.0
35242,5035.0,04-2018,2179,39.0
35243,5035.0,05-2018,1795,34.0
35244,5035.0,06-2018,1348,33.0
35246,5036.0,01-2018,0,25.0
35247,5036.0,02-2018,0,25.0
35248,5036.0,03-2018,0,25.0
35249,5036.0,04-2018,0,25.0
35250,5036.0,05-2018,321,25.0
35251,5036.0,06-2018,35,15.0
35253,5037.0,01-2018,379,40.0
35254,5037.0,02-2018,26,30.0
35255,5037.0,03-2018,215,41.0
35256,5037.0,04-2018,238,40.0
35257,5037.0,05-2018,27,38.0
35258,5037.0,06-2018,1,40.0
35260,5038.0,01-2018,3,11.0
35261,5038.0,02-2018,0,11.0
35262,5038.0,03-2018,1,11.0
35263,5038.0,04-2018,1,11.0
35264,5038.0,05-2018,0,11.0
35265,5038.0,06-2018,3,11.0
35267,5039.0,01-2018,2142,4.0
35268,5039.0,02-2018,2099,4.0
35269,5039.0,03-2018,1579,4.0
35270,5039.0,04-2018,463,4.0
35271,5039.0,05-2018,815,4.0
35272,5039.0,06-2018,1346,4.0
35274,5040.0,01-2018,1,5.0
35275,5040.0,02-2018,1035,5.0
35276,5040.0,03-2018,226,6.0
35277,5040.0,04-2018,308,6.0
35278,5040.0,05-2018,1041,5.0
35279,5040.0,06-2018,6,5.0
35281,5041.0,01-2018,21,2.0
35282,5041.0,02-2018,211,5.0
35283,5041.0,03-2018,1109,4.0
35284,5041.0,04-2018,128,4.0
35285,5041.0,05-2018,1208,4.0
35286,5041.0,06-2018,10,4.0
35288,5042.0,01-2018,6,5.0
35289,5042.0,02-2018,0,5.0
35290,5042.0,03-2018,634,5.0
35291,5042.0,04-2018,19,3.0
35292,5042.0,05-2018,0,3.0
35293,5042.0,06-2018,0,3.0
35295,5043.0,01-2018,0,12.0
35296,5043.0,02-2018,0,12.0
35297,5043.0,03-2018,617,12.0
35298,5043.0,04-2018,16,14.0
35299,5043.0,05-2018,260,14.0
35300,5043.0,06-2018,0,14.0
35302,5044.0,01-2018,2,37.0
35303,5044.0,02-2018,0,37.0
35304,5044.0,03-2018,0,37.0
35305,5044.0,04-2018,1109,36.0
35306,5044.0,05-2018,37,32.0
35307,5044.0,06-2018,0,32.0
35309,5045.0,01-2018,0,27.0
35310,5045.0,02-2018,0,27.0
35311,5045.0,03-2018,0,27.0
35312,5045.0,04-2018,381,27.0
35313,5045.0,05-2018,3,23.0
35314,5045.0,06-2018,0,23.0
35316,5046.0,01-2018,2,113.0
35317,5046.0,02-2018,97,113.0
35318,5046.0,03-2018,968,112.0
35319,5046.0,04-2018,1233,66.0
35320,5046.0,05-2018,58,68.0
35321,5046.0,06-2018,166,68.0
35323,5047.0,01-2018,0,21.0
35324,5047.0,02-2018,0,21.0
35325,5047.0,03-2018,93,21.0
35326,5047.0,04-2018,13,12.0
35327,5047.0,05-2018,0,12.0
35328,5047.0,06-2018,0,12.0
35330,5048.0,01-2018,571,2.0
35331,5048.0,02-2018,388,2.0
35332,5048.0,03-2018,6,2.0
35333,5048.0,04-2018,1639,2.0
35334,5048.0,05-2018,674,2.0
35335,5048.0,06-2018,612,2.0
35337,5049.0,01-2018,674,37.0
35338,5049.0,02-2018,0,37.0
35339,5049.0,03-2018,1008,34.0
35340,5049.0,04-2018,5,31.0
